Vertex	Core
Vertex	Core
172813	2
147879	2
81888	2
172814	2
147873	6
81881	2
81882	9
147874	5
81883	17
147875	5
81884	3
147876	2
133240	8
133241	8
133242	3
81880	2
17222	2
133247	9
17223	1
133248	2
17224	7
133249	7
17225	1
133243	3
133244	3
17220	4
133245	2
17221	1
133246	3
147891	9
147892	14
147893	9
147894	3
172848	2
172849	5
147890	4
147888	2
172844	1
172845	9
147889	4
422405	3
422406	2
172846	4
172847	3
172840	1
422400	3
147885	3
172841	10
147886	3
172842	10
422402	3
147887	2
172843	3
133250	5
133252	3
133253	4
422408	4
17227	3
422409	4
17228	10
133258	4
17234	26
17235	2
133254	9
133255	5
133256	2
133257	4
422420	4
422421	2
172837	5
172838	5
172839	2
147899	3
422415	3
172833	3
422416	3
172834	12
422417	1
172836	4
422418	1
422411	4
147895	1
147896	9
172830	4
422412	1
172831	1
147898	25
422414	1
172832	2
133261	10
133262	6
133263	14
17237	7
422419	4
17238	48
17239	41
133260	14
56809	1
279702	3
56810	2
279703	2
279700	7
279709	2
56819	13
279705	1
279707	3
279708	2
56815	2
56821	11
56822	4
56827	1
56828	14
56829	2
56824	8
56825	2
56830	2
56831	3
56832	3
56833	2
56838	8
56839	27
56834	5
56835	2
56836	5
56837	3
42299	3
42295	1
42296	1
42297	2
42298	1
56841	2
56842	4
56840	2
42291	2
56849	14
42292	2
42293	13
42294	8
56845	5
56846	5
56848	1
42290	1
42288	1
42289	25
81809	3
42284	3
42285	4
265101	1
265102	1
42287	39
265103	3
81805	2
81806	5
279750	7
279751	15
81808	1
56852	3
279745	8
56853	3
279746	6
81810	1
279747	6
279748	2
81811	6
56855	1
279742	4
279743	6
56851	1
279744	6
42281	3
42283	1
279749	4
56858	2
56859	37
42278	17
42273	2
42274	2
42275	8
42276	2
56863	1
172899	10
279734	8
56864	9
279735	3
56865	3
279736	3
81800	1
279737	2
172895	7
279730	2
279731	3
172896	9
172897	12
56861	4
279732	8
56862	2
279733	8
172891	4
172892	3
42270	5
42271	12
172893	1
172894	16
42272	20
56867	4
279738	1
56868	5
279739	9
56869	1
172890	1
42266	23
42267	17
42268	8
42269	24
42265	12
81823	6
81824	4
81825	27
56874	7
56875	4
56876	3
81832	4
279725	4
81833	1
279726	2
56870	2
56871	2
279720	7
56872	25
279721	11
56873	7
42260	6
42261	5
279727	1
279728	5
56879	2
279729	1
42255	2
42256	47
42257	5
42258	5
42251	1
42253	79
42254	21
81816	5
81817	4
81818	4
56880	3
81819	1
42259	8
81814	6
81815	11
81820	3
279713	8
279714	5
81821	19
56887	5
279715	5
56888	2
81822	11
56881	2
56882	2
56883	2
56884	1
42250	1
279716	5
56889	11
279719	1
290104	1
290105	4
290106	4
290107	5
265144	40
290100	7
265145	8
290101	4
265146	5
290102	4
265147	9
290103	4
279792	5
279793	1
279794	6
279795	2
279790	6
279791	4
279789	2
279785	2
279786	1
279787	1
279788	3
290108	3
290109	5
265150	3
290115	5
265137	3
290116	1
265138	7
290117	3
265139	7
290118	7
290111	3
265133	5
265136	1
279781	2
279782	4
279783	3
290110	2
279784	3
279780	8
279778	2
279779	6
279774	3
279775	3
279776	8
279777	4
265140	4
265141	16
265142	1
265143	6
290119	5
290126	3
265126	9
265127	5
265128	5
290129	9
265129	1
265123	32
290124	2
265124	3
265125	3
290125	2
279770	12
279771	5
290120	1
279772	6
290121	1
279773	6
279767	3
279768	3
279769	16
279764	1
279765	3
279766	3
265130	4
265131	2
265132	3
290137	2
265115	4
290138	2
265116	31
290139	2
265117	24
265118	2
290133	2
290136	2
265114	4
290130	9
279760	4
279761	4
279762	1
265119	2
279756	3
279757	4
279758	6
279759	4
279752	2
279753	4
279754	7
279755	6
265120	3
265188	3
265189	2
265190	7
265195	2
265196	2
265197	5
265191	2
265192	2
265193	7
265194	11
265177	4
265178	4
265179	4
265186	5
265187	3
265166	9
265169	4
265173	3
265174	8
265175	2
265176	1
265170	1
265171	4
265172	4
265159	10
265156	2
265157	2
265158	1
56800	2
279796	2
279797	2
279798	10
279799	4
56805	2
56806	2
265164	1
56808	1
265165	5
56801	3
56803	12
265160	10
56804	3
265161	3
17201	2
17202	112
422390	3
17203	9
108228	6
422391	3
108221	1
290188	4
108222	1
290189	4
108223	10
108224	1
422396	4
290184	5
422397	1
290185	5
422398	3
290186	3
108220	5
422399	1
290187	4
290180	8
422392	3
290181	7
422393	4
290182	10
422394	4
422395	2
290183	1
147822	30
147823	4
147824	3
147825	2
290190	2
147820	2
147821	3
17208	16
17209	16
17204	2
108218	1
147826	4
17205	2
108219	19
147827	1
17206	1
147828	3
147829	4
108238	3
17214	5
108239	3
290199	12
108232	17
108233	2
108235	5
290195	3
290196	5
290197	12
108230	8
290198	12
108231	11
290191	5
290192	1
290193	9
290194	3
147833	4
147834	7
147835	4
147836	7
147830	31
147831	4
147832	2
17219	11
17215	90
147837	15
17216	2
147838	16
17217	30
147839	4
17218	2
133203	7
108203	5
133204	2
108205	16
133205	3
108206	13
133206	1
133200	3
108201	90
133201	3
133202	3
108202	1
172809	8
147850	7
133207	7
172804	2
133208	7
133209	2
172806	3
172807	1
147844	3
147845	2
172803	1
147847	3
147840	2
147841	8
147842	6
147843	5
147849	6
133215	1
108217	5
133217	1
133210	21
108210	6
108211	1
108212	9
108213	8
147860	3
147861	5
133218	6
133219	6
147855	1
147856	3
147857	3
147858	5
147851	7
147852	6
147853	10
133220	6
108207	2
108208	4
108209	4
290148	12
108269	2
290149	4
108265	5
290144	5
108266	2
290145	4
108267	1
290146	1
108268	2
290147	1
290140	3
108261	9
422352	3
108262	5
290141	2
422353	3
422354	2
108263	5
290143	3
422355	3
108264	2
422350	2
422351	3
422345	4
422346	4
290159	7
290155	4
108276	1
108277	13
108278	4
108279	8
290158	1
290151	6
108273	2
422364	2
108274	3
290153	1
108275	1
422366	1
290154	4
422360	2
422361	2
290150	3
422362	1
422356	1
422359	1
108247	1
108248	2
108249	17
108243	21
290166	5
290167	5
290168	12
108246	1
290169	5
290162	6
290163	11
108240	2
422375	1
290164	4
422376	2
108242	3
290165	5
422370	2
422371	1
290160	6
422372	1
422373	5
290161	6
147801	2
147802	1
422367	1
147806	1
108258	7
108259	1
422380	2
108254	13
290177	3
290178	9
290179	3
108257	3
422385	2
290173	1
290174	2
108252	32
422387	3
290175	2
108253	5
290176	2
422381	2
290170	2
290171	4
422383	2
290172	5
422384	3
147811	1
147812	2
147813	4
147814	6
422378	4
422379	2
147810	3
147819	3
147815	3
147817	2
147818	16
133148	2
108188	1
397023	3
133144	4
133145	9
108189	1
42363	6
133146	4
397025	3
133147	10
42364	2
397026	1
108184	45
147792	5
422550	2
108185	8
147793	5
422551	2
108186	7
147794	3
422552	4
108187	12
147795	13
422553	4
108180	44
81966	9
172749	8
81967	1
81968	10
147790	3
147791	1
81969	4
81973	15
172745	3
172746	5
422548	3
422549	3
172747	10
81976	4
172748	2
172741	1
422543	2
172742	3
81970	5
422544	3
172743	19
81971	1
172744	4
81972	4
422546	3
133151	4
397031	2
133152	4
133153	4
397032	2
397033	6
172740	1
42355	2
397039	2
42356	1
42357	2
108199	44
42350	1
133155	1
133156	1
42351	6
42352	10
133157	2
133158	6
108195	5
422561	2
422562	3
108197	2
422563	2
108198	2
422564	4
108191	5
172738	1
172739	2
108192	14
81956	3
108193	18
81957	2
108194	6
81958	1
422560	2
172734	2
81962	61
422558	2
422559	3
172735	7
81963	1
81964	2
172736	7
172737	14
108190	5
81965	4
147796	3
172730	3
422554	7
147797	3
172731	10
422555	7
81960	2
172732	1
147798	1
172733	4
147799	1
81961	1
397041	6
397042	6
133164	2
397043	6
133160	2
133161	1
17387	41
397005	2
42343	3
42344	6
17388	3
397006	1
17389	18
42345	9
397007	3
397008	1
17383	3
397001	3
42340	37
133167	2
108167	2
108168	61
42341	1
133168	2
42342	2
108169	2
133169	2
397004	2
422572	3
108162	12
108163	6
422573	3
422574	2
108165	3
81988	22
42347	19
397009	1
42348	5
108160	4
422570	2
108161	37
422571	1
81995	3
172767	5
422569	1
81996	108
172768	1
172769	5
81997	10
81998	1
81991	1
172763	4
422565	4
172764	9
81992	1
422566	1
81993	2
172765	4
422567	4
172766	13
81994	1
422568	2
172761	2
397010	4
133175	3
81990	18
133176	3
133170	2
133171	2
17398	5
42332	1
397016	2
17399	7
42333	25
397017	2
42334	7
397018	1
42335	30
397019	9
397012	5
17394	7
108177	11
133177	6
133178	17
108178	1
397013	2
108179	38
42330	1
133179	4
397014	2
17397	4
397015	2
422583	3
108173	1
108174	6
17391	22
422584	2
17392	3
108175	3
422585	2
17393	87
422586	3
81977	17
42336	3
108170	45
42337	6
422580	2
422581	2
42339	7
108172	7
422582	2
172756	7
81984	10
172757	10
81985	4
81986	7
172758	2
81987	4
81980	6
422576	2
81981	6
172753	5
422577	1
172754	8
422578	1
81983	13
172755	3
133184	3
133185	3
133186	3
397021	3
133187	1
397022	2
172751	1
133180	4
133181	3
17365	2
42321	3
133104	19
42322	5
17366	3
42323	27
17367	3
42324	26
17368	3
133107	2
17361	1
397067	1
133100	8
17362	2
133101	4
397068	1
17363	1
133102	1
397069	3
17364	73
133103	3
42329	5
172709	7
42325	2
133108	3
133109	3
172706	4
172707	7
172708	7
172701	6
422503	2
172702	5
422504	2
147747	62
172703	23
422505	2
147748	5
147741	3
147742	2
147743	1
422501	1
397074	1
397075	2
397076	5
133110	6
397077	4
17369	2
397070	1
422508	6
397071	1
422509	6
397073	2
17376	1
42310	3
133115	1
42311	2
42312	5
42313	6
133111	4
397078	6
133112	11
17373	2
133113	2
133114	2
42318	7
17370	8
422520	1
42314	26
81999	24
133119	2
147756	19
147757	19
422515	3
147758	30
422516	2
397080	3
147752	3
422510	2
147753	3
422511	3
422512	2
147755	19
422513	1
133120	3
133121	2
397088	6
422518	1
422519	2
397082	1
397083	3
397049	3
133126	8
17344	25
133127	2
17345	1
42301	4
133129	3
17346	4
42302	4
133122	3
17340	13
133123	4
17341	25
133124	4
397047	2
17342	1
397048	3
133125	7
42307	9
147770	6
42308	2
147771	6
42309	4
147772	1
147773	6
42303	5
172727	9
42304	5
172728	13
42305	16
172729	3
42306	5
172723	20
422525	2
172724	27
422526	2
172725	28
422527	2
147769	6
172726	3
422528	4
147763	17
422521	4
172720	6
147764	5
422522	1
172721	16
147765	3
172722	12
147766	1
422524	4
397052	2
397053	2
133130	2
397054	5
133131	22
17347	8
422529	5
17348	1
17349	34
397050	7
397051	7
133137	2
133138	30
17356	37
133139	7
17357	8
17350	4
133133	9
397056	6
17351	42
133134	9
17352	22
133135	5
17353	20
133136	14
397059	5
422540	2
422541	2
422542	1
172719	2
147780	11
172712	7
147778	6
422536	1
172713	4
147779	7
422537	3
172714	3
422532	2
147774	6
147775	6
172710	4
147776	8
147777	10
422535	2
172711	4
133140	5
397063	2
133141	1
133142	2
133143	5
17358	9
17359	1
397062	2
279822	2
56930	17
279823	1
279824	3
56931	1
279825	3
279821	3
56937	6
56939	2
279826	7
56933	3
279827	7
56934	5
56935	23
279828	1
56936	42
279829	2
56940	2
279811	6
56941	8
279812	4
279813	2
56942	2
56943	105
279814	4
279810	2
56948	2
56949	1
56944	19
279815	4
279816	2
56945	1
56946	25
279817	3
56947	2
81908	14
81909	5
81905	3
81906	10
81900	3
81902	6
81903	17
56951	5
56952	1
279801	1
279802	6
81910	7
279803	1
56950	11
279808	4
397097	8
279809	1
397098	6
397099	3
279804	5
56956	8
279805	5
279806	3
397094	4
279807	5
397095	2
56962	4
56963	20
56965	1
56961	1
56967	3
56968	13
56969	3
265225	11
265226	3
265227	3
265228	3
265221	4
133189	2
265222	4
265223	7
265224	15
279870	2
81928	28
279871	2
81929	4
279872	2
265229	1
81923	8
81924	20
81925	10
279866	2
56973	1
172789	3
81930	5
279867	1
56975	11
279868	1
133190	2
279869	3
81932	8
279862	7
56970	1
279863	11
172786	2
172787	2
56971	2
279864	1
279865	5
56972	1
133195	2
172781	1
172782	2
265230	6
265231	7
133198	3
133191	45
133192	22
133193	5
56979	1
133194	4
172780	8
42398	77
42399	9
265216	14
265217	3
81919	4
133199	3
265211	2
265212	8
42396	7
42397	22
265213	9
81918	5
81911	39
81912	11
265219	6
81913	12
56984	3
172778	2
279855	1
279856	12
172779	2
279857	2
56986	1
279858	4
56987	1
279851	2
279852	4
172776	11
172777	3
279854	4
42390	4
42391	4
172771	4
42392	4
172772	4
265220	3
172773	3
56988	12
279859	1
42387	40
265203	4
42388	1
265200	1
42385	1
265201	6
42386	1
265202	3
81948	2
81949	6
279850	11
56990	9
81944	2
81945	6
265208	5
81946	6
265209	4
81947	9
56995	5
279844	1
56996	64
81952	1
81953	1
56997	2
81954	18
56998	13
56991	9
279840	1
279841	5
56992	3
56993	25
279842	3
56994	4
279843	3
81950	3
42381	1
42382	3
56999	8
279849	4
42376	2
42378	3
42374	1
81937	1
81938	20
81939	31
81933	18
81934	10
81935	10
81936	10
81940	2
279833	6
81941	6
279834	16
81942	23
279835	16
279836	14
81943	13
172796	6
279830	3
172798	2
279831	2
279832	2
172792	3
172795	18
279837	3
279838	2
172790	2
279839	6
172791	6
290225	4
265269	6
290226	4
290227	4
290228	1
290221	14
290222	4
265266	11
265267	21
290223	1
290224	27
265268	7
290220	3
265272	4
265274	14
265270	3
265271	3
290236	1
290237	12
290238	5
290239	3
290232	1
290233	2
265255	2
265256	2
265257	2
279895	1
279896	13
279897	7
279898	3
265247	32
290248	2
290249	4
265243	5
265244	3
265245	4
265246	3
290246	2
279891	1
279892	10
290240	3
279893	2
290241	2
279894	5
279890	1
279889	6
279884	24
279886	1
279887	1
265250	5
265251	2
290258	2
265237	3
265238	3
265239	7
290254	3
265232	3
290255	2
265233	3
290256	2
265234	3
290257	2
290250	6
279880	2
290251	3
279881	1
290252	14
279882	3
290253	18
279883	3
279877	1
279878	6
279874	4
279876	5
265240	6
265241	6
265242	6
265298	2
265299	5
56905	1
56906	1
56907	8
56900	1
56902	1
56903	1
290203	8
290205	7
290206	5
265287	2
290200	1
56909	2
265288	4
265289	10
290201	2
290202	4
56910	7
56915	30
265294	1
56916	37
265295	3
265296	2
265297	4
56911	9
290207	9
265290	6
56912	17
265291	3
290208	5
290209	4
265293	8
56914	3
290215	2
290216	4
290217	4
290210	7
290211	1
265277	3
265278	2
265279	7
56920	3
56926	1
265283	4
265284	16
265285	7
265286	10
56922	9
290218	2
265280	8
290219	7
56924	8
265281	3
265282	15
56925	7
17321	4
108104	1
17322	69
108107	28
108100	11
108102	19
17320	4
108103	2
147709	1
17325	11
147705	3
147706	11
147707	3
147708	3
17332	2
108115	1
108116	14
17334	13
108117	1
17335	40
108111	6
108112	2
17330	1
108113	2
17331	3
108114	6
108110	5
147712	3
147713	5
147714	34
147715	2
147711	3
17336	74
108108	2
17337	17
108109	6
147719	3
17302	1
147723	18
147724	7
147725	4
147720	7
147721	7
147722	7
147727	9
17303	6
147728	6
147729	9
17312	14
17313	4
147740	2
147734	5
147735	5
147736	11
147730	9
147731	22
147732	3
147733	7
17318	2
17319	29
17314	1
147739	2
17316	58
17317	22
108148	1
290269	3
290265	6
108145	19
290266	2
108146	7
290267	7
108147	1
290268	4
108140	2
290261	26
108141	8
290262	25
422475	1
422476	3
422471	1
290260	13
422472	1
422466	3
422467	5
422468	3
422469	5
108159	12
108155	7
290276	25
108156	2
290277	9
290278	15
108158	4
290279	23
108151	8
422484	1
422485	2
108153	32
422486	2
290275	19
108154	16
422487	2
422480	3
422481	1
290270	4
422482	2
108150	3
422483	1
422477	2
422478	7
422479	8
397000	4
108126	2
108127	1
108128	1
108129	6
422490	4
290287	2
108123	1
108124	5
290289	2
422495	2
290283	14
422496	3
290284	7
108120	2
422497	2
290285	7
422498	5
290286	7
290280	11
422494	2
290282	9
422488	3
108119	4
108137	3
108139	4
108133	3
108134	1
290299	2
108136	3
290294	3
108130	4
108131	9
290296	4
108132	12
290297	1
290290	2
42486	1
42487	43
42488	35
42489	2
42482	7
42483	2
42485	3
42480	2
42481	8
42475	10
42476	1
42477	8
42478	27
42471	39
42473	4
42474	8
422201	1
42470	58
42464	47
42465	9
42466	1
42467	1
42460	22
42461	15
42462	2
42463	15
422210	2
422212	3
42468	27
422208	2
422209	2
42453	4
42455	3
42456	3
42450	33
42451	2
422223	6
42457	1
42458	7
42459	4
422219	1
422213	1
422214	2
422215	1
42442	47
42443	31
17487	3
133469	7
42444	18
17488	2
17489	49
17482	4
17483	23
17485	4
42441	5
42447	12
42449	29
133471	13
133472	7
133473	4
42431	18
133478	10
133479	1
42433	32
17499	7
42434	41
17493	13
17494	3
133476	9
17495	1
42430	27
133477	3
42439	3
17490	38
17491	30
17492	82
42435	3
42436	1
42437	4
42438	2
133481	27
133482	12
133483	13
133484	10
133480	2
42420	6
133489	3
17465	2
17466	8
17467	4
42423	5
133485	2
17461	7
17463	1
42429	2
42424	2
42427	2
133492	30
133493	1
133494	6
133495	5
17468	9
17469	4
133490	14
133491	4
17475	18
42410	59
42411	1
17478	5
42412	8
17471	18
133496	4
17472	7
17474	5
133499	4
42417	2
42418	2
42416	1
304997	2
304998	4
304999	5
279503	2
279504	6
279505	1
279506	2
279500	1
279507	1
279509	6
304975	5
304976	1
304977	13
304978	4
304982	1
304983	3
304984	2
304985	3
304980	2
42497	3
42498	2
42493	4
304986	3
304987	2
42495	21
304988	4
304989	5
304993	5
304994	1
42490	8
304995	2
42492	15
304996	2
304990	4
304991	1
304992	2
279551	3
279552	1
279553	4
279548	3
279549	3
279543	1
279544	2
279545	2
279540	2
279541	1
279542	5
279536	1
279537	1
279539	2
279532	5
279535	3
279530	3
279525	6
279526	3
279521	2
279522	2
279523	5
279524	14
279514	2
279516	7
279510	1
279511	2
279512	2
279513	4
279518	1
279519	1
108423	21
108424	2
108425	5
422192	2
422193	5
108426	1
108420	8
108421	2
108422	9
279594	3
422199	8
422194	1
279592	33
279593	6
422197	1
279587	6
279589	1
108416	6
108417	2
108419	4
108435	1
108436	2
108437	2
108430	3
108431	1
108432	4
108433	4
279584	10
279585	3
279586	4
279580	1
279578	1
108429	3
108401	1
108402	42
108403	1
108404	5
108400	2
279572	9
279573	3
279574	2
279575	4
279571	1
279568	6
108412	15
108413	2
108414	5
108415	2
108410	7
279561	1
279562	1
279563	1
279560	1
279558	3
279554	4
279555	4
279556	1
279557	1
108409	3
108405	5
108406	14
108407	10
108467	16
133423	2
133424	1
42400	59
133425	1
133426	6
17445	3
108463	3
108464	1
133420	1
133421	3
108465	12
133422	2
108466	1
422154	2
42407	3
42408	7
108461	1
42409	17
422157	2
133427	1
42402	27
422150	1
133428	2
42403	1
42404	4
133429	16
422153	1
42405	2
422147	2
422148	3
422149	3
17448	9
17449	1
17453	1
133434	10
133435	4
133436	31
422160	4
133430	3
133431	4
17450	3
108475	12
108476	2
17452	2
108470	39
422165	2
108471	2
422166	3
422167	2
108472	2
108473	64
422168	1
422161	2
133439	2
422162	7
422163	1
422164	2
422158	3
422159	4
133440	2
17458	1
17459	1
17420	19
133445	13
108445	12
17421	3
108446	1
17422	33
133447	3
108447	3
17423	6
133448	1
133441	9
133442	2
133443	2
108444	2
133444	21
422176	6
422177	7
422178	7
108440	1
422179	2
133449	9
422172	1
422173	1
422174	4
422175	3
422169	3
133450	12
133451	11
17424	4
108438	17
108456	11
17431	2
133456	3
108457	20
17432	5
133457	7
17433	8
133458	2
108459	12
17434	3
133459	1
422182	3
133452	1
108452	7
108453	7
133453	2
133454	11
108454	2
133455	6
108455	1
422187	1
422188	3
422189	3
108450	1
422183	1
422184	2
422185	2
422186	2
133461	3
133462	4
17435	3
108449	1
17436	3
17437	2
422111	2
422112	2
422107	2
422108	2
422109	2
422103	2
422104	3
422105	2
422106	2
17408	2
17409	2
17402	2
17403	1
17404	41
17405	2
17411	89
422121	3
422122	2
422123	3
422124	2
422120	4
422118	2
422119	1
422114	1
422115	3
422116	3
17417	1
17414	4
17415	25
17416	4
133401	19
108489	2
133402	12
133404	16
108485	19
108486	8
108487	44
133400	2
108488	2
108481	7
422132	2
133409	5
108482	1
422133	1
108483	2
422134	3
108484	3
422135	4
133405	2
133406	10
133407	9
422130	2
133408	17
422131	2
422129	1
422125	2
422126	2
422127	2
133412	13
133413	2
133414	43
133415	5
108496	6
108497	6
133410	3
108498	6
133411	5
422143	1
422144	3
422145	4
108494	6
108495	6
422146	3
133416	20
422140	2
108490	2
422141	2
133419	32
108491	1
422142	2
422136	1
422137	5
422138	4
422139	2
133386	4
133387	8
133388	2
133389	2
422310	2
422311	4
422307	3
422308	3
422301	1
422303	3
133393	5
133394	7
172980	3
133395	3
133396	1
133390	3
42596	49
42598	8
42599	25
133397	9
42592	3
133398	4
133399	2
42594	2
422320	2
172976	5
422316	2
172977	2
172978	3
172979	5
422312	4
172972	5
172973	13
422313	4
172974	5
422314	3
172975	5
422315	3
42591	3
172971	10
42585	1
42586	5
42587	1
42588	18
42582	5
42583	3
422332	1
422333	4
42589	5
422327	2
422328	3
422323	3
422324	3
422325	3
422326	2
42580	6
42574	1
42577	1
42570	1
42572	2
422341	5
422342	2
422343	3
42579	6
422340	4
172998	16
422338	2
172994	3
422334	3
172995	10
422335	4
172996	2
422336	1
172997	6
422337	2
172993	2
42563	2
133346	11
42564	5
133347	6
42565	2
133348	2
42566	2
133342	4
42560	3
133343	2
133344	14
42561	10
133345	33
42562	3
147991	10
42567	2
172947	1
42568	1
172943	1
172944	2
172945	2
172946	1
147983	2
147984	2
172940	3
147985	3
172941	7
172942	8
42552	9
133357	11
42553	3
133358	2
42554	2
133359	3
133354	18
133355	9
42550	2
133356	3
172936	3
42556	1
172937	1
172938	2
172939	14
42559	1
172932	3
147998	2
147999	6
172933	3
172934	14
172935	2
147996	1
172930	2
147997	10
172931	8
133361	3
133362	1
133363	2
17585	2
133368	2
42541	1
17588	2
42544	2
17581	7
133364	1
17582	7
17583	2
17584	3
42540	1
42549	3
17580	15
42545	2
42547	6
172965	2
172966	1
172967	4
172968	1
172961	5
172962	5
172963	8
172964	12
133374	3
17589	4
17596	12
133379	2
42531	1
17597	2
42532	6
17599	42
133375	2
133376	2
133377	5
17595	2
17590	3
17591	58
422300	2
172958	2
42535	5
172959	3
42536	1
42537	5
172954	4
172955	2
172956	2
172957	7
172952	2
172953	2
133382	14
133383	1
133384	30
133385	2
133380	1
133381	2
279630	4
279624	1
279625	6
279626	1
279627	3
279621	3
279628	11
279614	1
279615	7
279610	1
279611	8
279612	3
279618	3
279619	35
279602	9
279603	1
279604	1
279605	8
279600	4
279606	5
279608	1
265027	3
265023	3
265024	1
265025	2
265026	3
279671	2
279672	9
279673	2
279674	3
279670	2
279668	3
279669	3
279664	3
279665	1
279666	4
279667	1
265030	2
265031	6
265032	6
265033	5
265016	2
265017	39
265018	15
265019	12
265012	4
265013	6
265014	2
265015	2
279662	2
279663	2
279658	4
279653	2
279654	1
279655	5
279656	2
265020	7
265021	17
265022	2
265005	3
290005	2
265006	3
265007	7
290008	3
265008	3
265001	12
290001	1
265002	8
290002	4
265003	32
290003	2
265004	4
290004	3
279651	7
279652	1
265009	4
279646	11
279649	1
279642	1
265010	4
265011	13
290009	2
290016	28
290018	3
290019	22
290012	5
290014	5
290015	2
279640	1
279638	3
279631	6
279632	2
279633	2
279634	4
265000	3
279639	2
108304	25
108305	19
265067	2
265068	7
265069	22
108301	1
265074	4
265075	4
265076	2
265077	3
265070	1
265071	1
265072	3
265073	4
108314	6
108315	4
108316	11
265056	4
265057	4
108310	4
108311	2
265058	48
108312	4
265059	2
279697	4
265066	2
108306	35
108307	10
265061	2
108309	4
265049	7
265045	1
265048	7
279693	1
279694	1
279695	3
279696	2
279690	7
279691	2
279692	2
279686	4
279687	2
279688	15
279689	2
265052	7
265053	3
265054	11
265055	4
265050	1
265051	11
265038	4
265039	6
265034	5
279682	4
279683	4
279684	2
279685	14
279680	7
279681	4
279679	7
279676	4
279677	4
279678	2
265041	5
265042	5
265043	5
265044	3
265040	2
133302	16
108346	2
133303	1
108347	3
42521	4
133304	1
108348	3
422270	4
17566	1
108349	21
290067	2
108343	6
290068	2
17561	11
290069	3
133300	3
133301	3
108345	6
422275	1
172907	2
290063	4
290064	14
42528	1
422276	1
172908	5
42529	69
108340	10
422277	3
172909	28
290065	5
422278	3
108341	2
290066	8
422271	2
172903	11
133307	5
172904	2
290060	3
422272	4
172905	2
422273	4
42526	1
422274	2
172906	2
133309	2
290062	3
147943	8
172900	7
147944	1
147945	6
172901	5
147946	27
172902	1
422269	4
147941	3
147942	4
108339	10
147947	18
147948	5
17569	3
147949	9
133313	11
17574	17
108357	10
133314	18
17575	2
108358	8
133315	3
17570	3
290078	14
108353	2
17571	13
108354	26
290079	14
133310	3
17572	9
108355	2
133311	7
133312	18
108356	19
290074	15
422286	2
108350	9
290075	14
422287	2
42518	2
290076	15
422288	5
42519	3
290077	14
422289	1
147960	5
133317	3
290070	2
133318	4
290071	10
422283	4
290072	12
133319	4
422284	4
422285	2
42515	1
290073	11
147954	1
147955	2
290080	1
147950	7
42509	3
422279	2
147951	3
147952	2
147958	5
17579	6
147959	1
108324	39
133324	2
133325	13
108325	2
133326	6
17543	3
108326	6
17544	14
133327	8
108327	4
108320	2
133320	5
265089	3
290089	9
108321	2
133321	2
133322	9
108322	2
133323	16
108323	13
42505	2
290085	6
172929	8
290086	10
42507	3
422299	1
290087	5
290088	8
290081	14
422293	12
172925	3
42502	4
290082	14
172926	39
422294	1
172927	8
42503	5
290083	2
42504	2
172928	3
290084	2
147965	29
172921	7
172922	5
147967	4
265090	3
172923	1
290090	5
290091	3
172924	19
265091	1
147968	4
147961	29
147962	1
147963	14
147964	3
172920	3
17549	2
265097	3
265098	3
133330	2
265099	3
108317	5
265092	3
108318	2
265093	3
17547	17
17548	2
17552	1
133335	2
133336	20
133337	2
133338	3
133331	2
265078	3
108332	8
133332	2
265079	9
133333	7
108334	8
17551	3
133334	4
290096	8
172918	2
290097	4
147980	5
172919	3
147981	18
290098	3
147982	3
172914	1
133339	5
290092	1
290093	9
172915	2
290094	13
172916	1
290095	3
172917	6
172910	4
147976	1
172911	3
147977	5
147978	32
172912	2
147979	14
172913	2
265080	3
147975	14
265085	10
265086	13
265087	7
133341	3
265088	7
17556	4
108328	3
265081	2
17557	2
265082	4
17558	1
265084	1
290027	2
290028	4
17521	1
290029	8
17522	1
290023	7
290024	8
108387	1
290025	4
290026	3
108389	2
108382	3
422231	2
108383	6
290020	4
422232	1
108384	7
422233	4
290021	6
422234	3
290022	7
108380	2
422230	3
108381	4
422228	4
147900	24
422229	2
147901	6
147902	4
422224	3
422225	3
422226	3
422227	2
147907	33
147908	12
147909	69
147904	12
17524	1
147905	11
147906	69
290038	14
17531	3
290039	8
17533	3
108397	1
290034	5
290035	4
108398	3
108399	7
290036	1
290037	11
290030	1
108393	1
422242	1
290031	5
422243	1
108395	9
290032	5
290033	7
422245	5
108396	2
108391	2
108392	9
422241	3
147911	4
147912	1
422236	2
422238	1
17538	2
147914	2
147915	1
290049	2
108369	83
17500	5
290045	16
108364	2
290046	18
108365	1
108366	2
290047	15
108367	4
290048	18
422253	1
290041	11
290042	13
422254	3
108362	2
290043	1
108363	9
290044	18
422256	3
422250	1
422251	2
422252	1
290040	5
147921	2
147922	6
147923	12
147924	9
17509	1
422246	3
422247	1
422248	3
147920	2
422249	2
17505	98
147929	12
17506	4
17508	1
17501	159
147925	29
17502	8
147926	3
17503	45
147928	37
108379	15
17511	8
108375	2
108376	2
108377	2
108378	1
290059	3
422264	3
290052	2
108371	1
108372	27
422265	1
290053	5
422266	3
290054	5
108374	2
290055	5
422260	4
422261	4
290050	6
422262	3
422263	3
147932	8
147933	8
147934	5
147935	5
422257	3
422258	3
147930	4
422259	1
147931	9
17517	9
17518	3
17512	26
147936	8
147937	6
17514	8
147938	3
